logFC	AveExpr	t	P.Value	adj.P.Val	B	logP	name
2.02419317019908	1.96351483932672	4.62990248527408	5.52896642185453e-05	0.0386979321420599	1.8347376706417	1.41231224126756	ADCY9
0.579709136437132	0.823216070791002	4.48356402362512	8.46202022544212e-05	0.0386979321420599	1.45684778951726	1.41231224126756	STS
0.954287865387009	2.56971649083677	4.47632290430561	8.64163614280213e-05	0.0386979321420599	1.43819728996447	1.41231224126756	GANC
1.19431727078038	0.748603777809699	4.40339768478577	0.000106739288657228	0.0386979321420599	1.25065645296389	1.41231224126756	PNPLA3
0.481874629553665	0.354337307048069	4.2901237311285	0.00014800084006955	0.0386979321420599	0.960500683207159	1.41231224126756	KMO
-0.492712305189321	4.24300401039841	-4.27191633344626	0.000155959854891086	0.0386979321420599	0.914005632876673	1.41231224126756	NT5C3A
1.34864773387831	0.55465879203117	4.21197963904885	0.000185250436950363	0.0386979321420599	0.761256105629929	1.41231224126756	CYP27A1
1.36511377501702	4.56134983013524	4.18526210520147	0.000199989313395659	0.0386979321420599	0.693324803316972	1.41231224126756	HEXB
1.8585408951272	1.36230527157704	3.94227442656509	0.000399130295071288	0.0686504107522615	0.0806472203904152	1.16335685992895	HNMT
1.36576591589573	1.52905454072387	3.81429821662472	0.000571890214950168	0.0751439526696012	-0.237729167476973	1.12410596421744	GCH1
0.362588802336277	0.131688415903938	3.80588948548472	0.000585498145241157	0.0751439526696012	-0.258530181285677	1.12410596421744	CHST6
1.05198953409523	5.13895040609979	3.80443445282444	0.000587884604112776	0.0751439526696012	-0.262128010733321	1.12410596421744	AGPAT2
0.970278313395725	0.862230782647528	3.76580143917724	0.000654825048975739	0.0751439526696012	-0.357486049166701	1.12410596421744	RBKS
0.82540716162659	0.300291165383523	3.73449039250904	0.000714462598088126	0.0751439526696012	-0.434526934604666	1.12410596421744	ADCY1
3.73798454421011	2.7806918483908	3.6900067025528	0.000808343286255838	0.0751439526696012	-0.543589819229398	1.12410596421744	CES1
2.07022700626565	1.8206569209329	3.68726398604288	0.000814507784703069	0.0751439526696012	-0.550298967098994	1.12410596421744	HAL
0.914998865379901	5.11213452987413	3.68254356158455	0.000825224286423269	0.0751439526696012	-0.561841695904253	1.12410596421744	AKR7A2
0.303935732341385	0.127417032333876	3.57934040490435	0.00109675550222441	0.0943209731912995	-0.812822024250227	1.02539172689695	URAD
0.719067661549201	6.59360023356778	3.53021084454794	0.00125463870300556	0.102220037486979	-0.931331710272296	0.990463964112682	AK2
0.774337411572563	0.607058509781922	3.49337270478712	0.00138719332202875	0.104693085840464	-1.01976068067636	0.980081999128095	ACOT4
0.66378122914767	3.55691737748839	3.48471435877852	0.00142025504047141	0.104693085840464	-1.04048977309924	0.980081999128095	PGP
1.47398220528047	2.44797232510227	3.45375687241029	0.00154478938242969	0.108696998363689	-1.1144308182916	0.963782448665182	DGAT2
0.240911519011463	0.202238530780286	3.40330962026938	0.00177055098931521	0.119165779628693	-1.23432355645653	0.923848441341703	SULT2B1
0.680687645950987	4.74904807593342	3.3843825767322	0.00186317656600297	0.120174888507192	-1.27910903141294	0.920186272117842	NDUFS7
0.55345793997899	4.20840357995472	3.36119640706131	0.00198299763926219	0.120830686548484	-1.33382301594283	0.917822756888328	PPA2
0.422456654688073	0.803516224387937	3.33694188351509	0.00211624005005921	0.120830686548484	-1.39087899337486	0.917822756888328	GLUD2
2.41854424946403	2.70668180232645	3.32434441032618	0.00218879009445104	0.120830686548484	-1.42043978796415	0.917822756888328	FUT7
-0.432122191713098	5.65306614681805	-3.31590719660051	0.00223870724447333	0.120830686548484	-1.44020992744162	0.917822756888328	ADSL
1.10879129011905	0.760339493812962	3.30895782445789	0.00228063919801168	0.120830686548484	-1.45647655974487	0.917822756888328	IL4I1
1.49692333999436	4.30703253959949	3.29905722066058	0.00234167997186985	0.120830686548484	-1.47962426481373	0.917822756888328	FUT4
0.753151928515244	0.529880750352817	3.28074104014645	0.00245875267795193	0.122779004692567	-1.52236339519481	0.910875891547657	UGT8
